site,date,year,month,sst_mean
EC,1900-01-16,1900,1,15.011162757873535
EC,1900-02-15,1900,2,16.089468002319336
EC,1900-03-16,1900,3,15.54884147644043
EC,1900-04-16,1900,4,15.060434341430664
EC,1900-05-16,1900,5,13.849939346313477
EC,1900-06-16,1900,6,13.259563446044922
EC,1900-07-16,1900,7,12.104538917541504
EC,1900-08-16,1900,8,11.62847900390625
EC,1900-09-16,1900,9,11.322290420532227
EC,1900-10-16,1900,10,12.157491683959961
EC,1900-11-16,1900,11,12.656428337097168
EC,1900-12-16,1900,12,13.998497009277344
EC,1901-01-16,1901,1,14.913331985473633
EC,1901-02-15,1901,2,15.555030822753906
EC,1901-03-16,1901,3,15.330039024353027
EC,1901-04-16,1901,4,15.045703887939453
EC,1901-05-16,1901,5,13.301006317138672
EC,1901-06-16,1901,6,12.38168716430664
EC,1901-07-16,1901,7,11.30678939819336
EC,1901-08-16,1901,8,10.532191276550293
EC,1901-09-16,1901,9,10.811660766601563
EC,1901-10-16,1901,10,11.717997550964355
EC,1901-11-16,1901,11,12.489990234375
EC,1901-12-16,1901,12,13.152693748474121
EC,1902-01-16,1902,1,15.296504020690918
EC,1902-02-15,1902,2,15.568093299865723
EC,1902-03-16,1902,3,15.570876121520996
EC,1902-04-16,1902,4,14.730806350708008
EC,1902-05-16,1902,5,13.303366661071777
EC,1902-06-16,1902,6,12.229045867919922
EC,1902-07-16,1902,7,12.158288955688477
EC,1902-08-16,1902,8,11.810291290283203
EC,1902-09-16,1902,9,11.124848365783691
EC,1902-10-16,1902,10,11.413857460021973
EC,1902-11-16,1902,11,12.788082122802734
EC,1902-12-16,1902,12,13.843183517456055
EC,1903-01-16,1903,1,14.871816635131836
EC,1903-02-15,1903,2,15.689844131469727
EC,1903-03-16,1903,3,15.635039329528809
EC,1903-04-16,1903,4,14.679121017456055
EC,1903-05-16,1903,5,13.627349853515625
EC,1903-06-16,1903,6,12.14280891418457
EC,1903-07-16,1903,7,11.873164176940918
EC,1903-08-16,1903,8,11.066978454589844
EC,1903-09-16,1903,9,10.849727630615234
EC,1903-10-16,1903,10,11.925934791564941
EC,1903-11-16,1903,11,13.037185668945313
EC,1903-12-16,1903,12,14.157173156738281
EC,1904-01-16,1904,1,16.580167770385742
EC,1904-02-15,1904,2,16.002159118652344
EC,1904-03-16,1904,3,15.980039596557617
EC,1904-04-16,1904,4,15.373933792114258
EC,1904-05-16,1904,5,13.975122451782227
EC,1904-06-16,1904,6,12.824403762817383
EC,1904-07-16,1904,7,11.84599494934082
EC,1904-08-16,1904,8,11.729158401489258
EC,1904-09-16,1904,9,11.137958526611328
EC,1904-10-16,1904,10,11.75007152557373
EC,1904-11-16,1904,11,12.355490684509277
EC,1904-12-16,1904,12,13.42540168762207
EC,1905-01-16,1905,1,14.704418182373047
EC,1905-02-15,1905,2,15.767528533935547
EC,1905-03-16,1905,3,15.636287689208984
EC,1905-04-16,1905,4,14.840537071228027
EC,1905-05-16,1905,5,13.186651229858398
EC,1905-06-16,1905,6,12.78387451171875
EC,1905-07-16,1905,7,11.615615844726563
EC,1905-08-16,1905,8,11.457023620605469
EC,1905-09-16,1905,9,10.789776802062988
EC,1905-10-16,1905,10,11.188636779785156
EC,1905-11-16,1905,11,12.074725151062012
EC,1905-12-16,1905,12,13.317462921142578
EC,1906-01-16,1906,1,15.35588264465332
EC,1906-02-15,1906,2,16.05262565612793
EC,1906-03-16,1906,3,16.23743438720703
EC,1906-04-16,1906,4,14.67586612701416
EC,1906-05-16,1906,5,12.659112930297852
EC,1906-06-16,1906,6,12.292729377746582
EC,1906-07-16,1906,7,11.16480827331543
EC,1906-08-16,1906,8,11.063665390014648
EC,1906-09-16,1906,9,11.33175277709961
EC,1906-10-16,1906,10,11.989697456359863
EC,1906-11-16,1906,11,12.214740753173828
EC,1906-12-16,1906,12,13.563766479492188
EC,1907-01-16,1907,1,15.271932601928711
EC,1907-02-15,1907,2,15.373758316040039
EC,1907-03-16,1907,3,14.958456039428711
EC,1907-04-16,1907,4,13.621736526489258
EC,1907-05-16,1907,5,12.884005546569824
EC,1907-06-16,1907,6,12.444921493530273
EC,1907-07-16,1907,7,11.188100814819336
EC,1907-08-16,1907,8,10.678842544555664
EC,1907-09-16,1907,9,11.410523414611816
EC,1907-10-16,1907,10,11.323957443237305
EC,1907-11-16,1907,11,12.910984992980957
EC,1907-12-16,1907,12,14.277496337890625
EC,1908-01-16,1908,1,15.75671100616455
EC,1908-02-15,1908,2,15.996479034423828
EC,1908-03-16,1908,3,16.574525833129883
EC,1908-04-16,1908,4,14.984949111938477
EC,1908-05-16,1908,5,12.7489652633667
EC,1908-06-16,1908,6,12.461272239685059
EC,1908-07-16,1908,7,11.623796463012695
EC,1908-08-16,1908,8,11.235511779785156
EC,1908-09-16,1908,9,10.896272659301758
EC,1908-10-16,1908,10,11.758359909057617
EC,1908-11-16,1908,11,12.736303329467773
EC,1908-12-16,1908,12,14.179322242736816
EC,1909-01-16,1909,1,14.681591033935547
EC,1909-02-15,1909,2,16.07457733154297
EC,1909-03-16,1909,3,15.483136177062988
EC,1909-04-16,1909,4,14.120426177978516
EC,1909-05-16,1909,5,12.556116104125977
EC,1909-06-16,1909,6,11.598421096801758
EC,1909-07-16,1909,7,11.416144371032715
EC,1909-08-16,1909,8,11.153274536132813
EC,1909-09-16,1909,9,11.058042526245117
EC,1909-10-16,1909,10,12.028524398803711
EC,1909-11-16,1909,11,12.469521522521973
EC,1909-12-16,1909,12,13.214486122131348
EC,1910-01-16,1910,1,15.258506774902344
EC,1910-02-15,1910,2,16.170124053955078
EC,1910-03-16,1910,3,15.96945858001709
EC,1910-04-16,1910,4,15.319313049316406
EC,1910-05-16,1910,5,13.210948944091797
EC,1910-06-16,1910,6,12.315826416015625
EC,1910-07-16,1910,7,11.510772705078125
EC,1910-08-16,1910,8,11.688335418701172
EC,1910-09-16,1910,9,12.032773971557617
EC,1910-10-16,1910,10,11.795740127563477
EC,1910-11-16,1910,11,12.732280731201172
EC,1910-12-16,1910,12,14.09389877319336
EC,1911-01-16,1911,1,15.132129669189453
EC,1911-02-15,1911,2,15.927002906799316
EC,1911-03-16,1911,3,16.078155517578125
EC,1911-04-16,1911,4,14.541675567626953
EC,1911-05-16,1911,5,13.517556190490723
EC,1911-06-16,1911,6,12.47354507446289
EC,1911-07-16,1911,7,11.608695983886719
EC,1911-08-16,1911,8,12.001768112182617
EC,1911-09-16,1911,9,11.704061508178711
EC,1911-10-16,1911,10,12.661358833312988
EC,1911-11-16,1911,11,12.919864654541016
EC,1911-12-16,1911,12,14.043737411499023
EC,1912-01-16,1912,1,15.003084182739258
EC,1912-02-15,1912,2,16.35926628112793
EC,1912-03-16,1912,3,16.271955490112305
EC,1912-04-16,1912,4,14.396371841430664
EC,1912-05-16,1912,5,13.473711967468262
EC,1912-06-16,1912,6,13.029840469360352
EC,1912-07-16,1912,7,12.191194534301758
EC,1912-08-16,1912,8,11.784330368041992
EC,1912-09-16,1912,9,11.184410095214844
EC,1912-10-16,1912,10,11.72510051727295
EC,1912-11-16,1912,11,12.769254684448242
EC,1912-12-16,1912,12,13.96681022644043
EC,1913-01-16,1913,1,15.802389144897461
EC,1913-02-15,1913,2,15.636394500732422
EC,1913-03-16,1913,3,15.376824378967285
EC,1913-04-16,1913,4,14.912120819091797
EC,1913-05-16,1913,5,13.870564460754395
EC,1913-06-16,1913,6,12.626033782958984
EC,1913-07-16,1913,7,11.808789253234863
EC,1913-08-16,1913,8,11.755430221557617
EC,1913-09-16,1913,9,11.249834060668945
EC,1913-10-16,1913,10,12.537291526794434
EC,1913-11-16,1913,11,12.550092697143555
EC,1913-12-16,1913,12,13.953577041625977
EC,1914-01-16,1914,1,14.74138069152832
EC,1914-02-15,1914,2,15.513750076293945
EC,1914-03-16,1914,3,17.23700714111328
EC,1914-04-16,1914,4,15.358729362487793
EC,1914-05-16,1914,5,13.791068077087402
EC,1914-06-16,1914,6,13.151885032653809
EC,1914-07-16,1914,7,12.447647094726563
EC,1914-08-16,1914,8,11.647872924804688
EC,1914-09-16,1914,9,11.255352973937988
EC,1914-10-16,1914,10,12.562934875488281
EC,1914-11-16,1914,11,13.406803131103516
EC,1914-12-16,1914,12,14.028996467590332
EC,1915-01-16,1915,1,15.515066146850586
EC,1915-02-15,1915,2,16.180282592773438
EC,1915-03-16,1915,3,16.254478454589844
EC,1915-04-16,1915,4,14.842262268066406
EC,1915-05-16,1915,5,13.343557357788086
EC,1915-06-16,1915,6,12.719250679016113
EC,1915-07-16,1915,7,11.482601165771484
EC,1915-08-16,1915,8,11.481165885925293
EC,1915-09-16,1915,9,11.32620906829834
EC,1915-10-16,1915,10,11.686271667480469
EC,1915-11-16,1915,11,12.262866020202637
EC,1915-12-16,1915,12,13.589183807373047
EC,1916-01-16,1916,1,15.10819149017334
EC,1916-02-15,1916,2,16.13153648376465
EC,1916-03-16,1916,3,15.896414756774902
EC,1916-04-16,1916,4,15.385622024536133
EC,1916-05-16,1916,5,13.333370208740234
EC,1916-06-16,1916,6,12.612250328063965
EC,1916-07-16,1916,7,11.464225769042969
EC,1916-08-16,1916,8,11.334211349487305
EC,1916-09-16,1916,9,11.162665367126465
EC,1916-10-16,1916,10,11.870746612548828
EC,1916-11-16,1916,11,12.589553833007813
EC,1916-12-16,1916,12,13.972372055053711
EC,1917-01-16,1917,1,15.275379180908203
EC,1917-02-15,1917,2,16.090917587280273
EC,1917-03-16,1917,3,16.049427032470703
EC,1917-04-16,1917,4,15.093931198120117
EC,1917-05-16,1917,5,13.128683090209961
EC,1917-06-16,1917,6,12.596375465393066
EC,1917-07-16,1917,7,11.438201904296875
EC,1917-08-16,1917,8,11.575103759765625
EC,1917-09-16,1917,9,11.548957824707031
EC,1917-10-16,1917,10,11.85252857208252
EC,1917-11-16,1917,11,12.532177925109863
EC,1917-12-16,1917,12,13.731558799743652
EC,1918-01-16,1918,1,14.71912956237793
EC,1918-02-15,1918,2,15.646156311035156
EC,1918-03-16,1918,3,16.132789611816406
EC,1918-04-16,1918,4,15.142434120178223
EC,1918-05-16,1918,5,13.25543212890625
EC,1918-06-16,1918,6,12.46818733215332
EC,1918-07-16,1918,7,11.859601974487305
EC,1918-08-16,1918,8,11.46072769165039
EC,1918-09-16,1918,9,11.537102699279785
EC,1918-10-16,1918,10,12.398122787475586
EC,1918-11-16,1918,11,13.227741241455078
EC,1918-12-16,1918,12,13.959746360778809
EC,1919-01-16,1919,1,15.473581314086914
EC,1919-02-15,1919,2,16.06521987915039
EC,1919-03-16,1919,3,15.70397663116455
EC,1919-04-16,1919,4,15.064496994018555
EC,1919-05-16,1919,5,13.268932342529297
EC,1919-06-16,1919,6,12.887688636779785
EC,1919-07-16,1919,7,11.412101745605469
EC,1919-08-16,1919,8,11.203853607177734
EC,1919-09-16,1919,9,11.033790588378906
EC,1919-10-16,1919,10,11.708122253417969
EC,1919-11-16,1919,11,12.543803215026855
EC,1919-12-16,1919,12,13.946473121643066
EC,1920-01-16,1920,1,15.298089981079102
EC,1920-02-15,1920,2,15.82923698425293
EC,1920-03-16,1920,3,16.12297821044922
EC,1920-04-16,1920,4,15.345121383666992
EC,1920-05-16,1920,5,13.554120063781738
EC,1920-06-16,1920,6,12.852705001831055
EC,1920-07-16,1920,7,11.928726196289063
EC,1920-08-16,1920,8,10.928014755249023
EC,1920-09-16,1920,9,11.13005256652832
EC,1920-10-16,1920,10,11.85687255859375
EC,1920-11-16,1920,11,13.101991653442383
EC,1920-12-16,1920,12,14.360733985900879
EC,1921-01-16,1921,1,15.786883354187012
EC,1921-02-15,1921,2,16.226417541503906
EC,1921-03-16,1921,3,16.40416717529297
EC,1921-04-16,1921,4,15.273139953613281
EC,1921-05-16,1921,5,13.86754035949707
EC,1921-06-16,1921,6,13.04106330871582
EC,1921-07-16,1921,7,12.051027297973633
EC,1921-08-16,1921,8,11.403887748718262
EC,1921-09-16,1921,9,11.489973068237305
EC,1921-10-16,1921,10,12.166828155517578
EC,1921-11-16,1921,11,13.193089485168457
EC,1921-12-16,1921,12,14.24881362915039
EC,1922-01-16,1922,1,16.45649528503418
EC,1922-02-15,1922,2,16.27635955810547
EC,1922-03-16,1922,3,16.185455322265625
EC,1922-04-16,1922,4,14.869718551635742
EC,1922-05-16,1922,5,13.24990463256836
EC,1922-06-16,1922,6,12.963428497314453
EC,1922-07-16,1922,7,12.016716957092285
EC,1922-08-16,1922,8,11.813278198242188
EC,1922-09-16,1922,9,11.525602340698242
EC,1922-10-16,1922,10,12.327566146850586
EC,1922-11-16,1922,11,12.47642707824707
EC,1922-12-16,1922,12,14.753613471984863
EC,1923-01-16,1923,1,15.24422550201416
EC,1923-02-15,1923,2,16.07492446899414
EC,1923-03-16,1923,3,16.743453979492188
EC,1923-04-16,1923,4,15.629558563232422
EC,1923-05-16,1923,5,13.806596755981445
EC,1923-06-16,1923,6,12.612676620483398
EC,1923-07-16,1923,7,11.66867733001709
EC,1923-08-16,1923,8,11.193947792053223
EC,1923-09-16,1923,9,11.298151016235352
EC,1923-10-16,1923,10,11.605552673339844
EC,1923-11-16,1923,11,12.632890701293945
EC,1923-12-16,1923,12,14.159280776977539
EC,1924-01-16,1924,1,15.052067756652832
EC,1924-02-15,1924,2,15.439188003540039
EC,1924-03-16,1924,3,15.40747356414795
EC,1924-04-16,1924,4,14.510751724243164
EC,1924-05-16,1924,5,13.092108726501465
EC,1924-06-16,1924,6,12.228936195373535
EC,1924-07-16,1924,7,11.515188217163086
EC,1924-08-16,1924,8,11.439164161682129
EC,1924-09-16,1924,9,11.241147994995117
EC,1924-10-16,1924,10,11.665175437927246
EC,1924-11-16,1924,11,12.52021598815918
EC,1924-12-16,1924,12,13.421259880065918
EC,1925-01-16,1925,1,15.356924057006836
EC,1925-02-15,1925,2,15.690164566040039
EC,1925-03-16,1925,3,15.591888427734375
EC,1925-04-16,1925,4,15.36149787902832
EC,1925-05-16,1925,5,13.428007125854492
EC,1925-06-16,1925,6,13.043316841125488
EC,1925-07-16,1925,7,12.007401466369629
EC,1925-08-16,1925,8,11.408407211303711
EC,1925-09-16,1925,9,10.930726051330566
EC,1925-10-16,1925,10,11.438459396362305
EC,1925-11-16,1925,11,12.591148376464844
EC,1925-12-16,1925,12,13.692967414855957
EC,1926-01-16,1926,1,14.628460884094238
EC,1926-02-15,1926,2,15.529901504516602
EC,1926-03-16,1926,3,15.967485427856445
EC,1926-04-16,1926,4,15.457742691040039
EC,1926-05-16,1926,5,13.126460075378418
EC,1926-06-16,1926,6,12.74012565612793
EC,1926-07-16,1926,7,11.872642517089844
EC,1926-08-16,1926,8,11.584430694580078
EC,1926-09-16,1926,9,11.211857795715332
EC,1926-10-16,1926,10,11.870076179504395
EC,1926-11-16,1926,11,12.582531929016113
EC,1926-12-16,1926,12,13.91744613647461
EC,1927-01-16,1927,1,15.922929763793945
EC,1927-02-15,1927,2,15.935808181762695
EC,1927-03-16,1927,3,14.800436019897461
EC,1927-04-16,1927,4,14.876546859741211
EC,1927-05-16,1927,5,13.106279373168945
EC,1927-06-16,1927,6,12.175653457641602
EC,1927-07-16,1927,7,11.878860473632813
EC,1927-08-16,1927,8,11.243620872497559
EC,1927-09-16,1927,9,10.967066764831543
EC,1927-10-16,1927,10,12.075482368469238
EC,1927-11-16,1927,11,12.739365577697754
EC,1927-12-16,1927,12,14.20206356048584
EC,1928-01-16,1928,1,15.49549674987793
EC,1928-02-15,1928,2,16.26213836669922
EC,1928-03-16,1928,3,16.650310516357422
EC,1928-04-16,1928,4,15.833500862121582
EC,1928-05-16,1928,5,13.36157512664795
EC,1928-06-16,1928,6,12.326728820800781
EC,1928-07-16,1928,7,11.986051559448242
EC,1928-08-16,1928,8,11.363472938537598
EC,1928-09-16,1928,9,10.82986831665039
EC,1928-10-16,1928,10,11.668403625488281
EC,1928-11-16,1928,11,12.802115440368652
EC,1928-12-16,1928,12,14.082674980163574
EC,1929-01-16,1929,1,15.076044082641602
EC,1929-02-15,1929,2,16.15131378173828
EC,1929-03-16,1929,3,15.621728897094727
EC,1929-04-16,1929,4,14.63167953491211
EC,1929-05-16,1929,5,13.324283599853516
EC,1929-06-16,1929,6,11.748878479003906
EC,1929-07-16,1929,7,11.09393310546875
EC,1929-08-16,1929,8,10.791020393371582
EC,1929-09-16,1929,9,10.520233154296875
EC,1929-10-16,1929,10,11.598611831665039
EC,1929-11-16,1929,11,12.887423515319824
EC,1929-12-16,1929,12,13.743417739868164
EC,1930-01-16,1930,1,15.097545623779297
EC,1930-02-15,1930,2,15.781373023986816
EC,1930-03-16,1930,3,15.196943283081055
EC,1930-04-16,1930,4,14.419386863708496
EC,1930-05-16,1930,5,13.202677726745605
EC,1930-06-16,1930,6,12.669232368469238
EC,1930-07-16,1930,7,11.832197189331055
EC,1930-08-16,1930,8,11.22606086730957
EC,1930-09-16,1930,9,10.736209869384766
EC,1930-10-16,1930,10,11.717565536499023
EC,1930-11-16,1930,11,12.25815486907959
EC,1930-12-16,1930,12,14.314087867736816
EC,1931-01-16,1931,1,15.077522277832031
EC,1931-02-15,1931,2,15.557775497436523
EC,1931-03-16,1931,3,15.1981201171875
EC,1931-04-16,1931,4,14.529973983764648
EC,1931-05-16,1931,5,13.686885833740234
EC,1931-06-16,1931,6,12.833288192749023
EC,1931-07-16,1931,7,11.578359603881836
EC,1931-08-16,1931,8,11.139184951782227
EC,1931-09-16,1931,9,10.773667335510254
EC,1931-10-16,1931,10,11.583629608154297
EC,1931-11-16,1931,11,12.861854553222656
EC,1931-12-16,1931,12,13.728944778442383
EC,1932-01-16,1932,1,15.123758316040039
EC,1932-02-15,1932,2,15.797682762145996
EC,1932-03-16,1932,3,15.935046195983887
EC,1932-04-16,1932,4,15.051595687866211
EC,1932-05-16,1932,5,13.469932556152344
EC,1932-06-16,1932,6,12.792068481445313
EC,1932-07-16,1932,7,11.782905578613281
EC,1932-08-16,1932,8,11.461763381958008
EC,1932-09-16,1932,9,11.799039840698242
EC,1932-10-16,1932,10,11.574078559875488
EC,1932-11-16,1932,11,13.28472900390625
EC,1932-12-16,1932,12,14.494182586669922
EC,1933-01-16,1933,1,15.803861618041992
EC,1933-02-15,1933,2,15.536556243896484
EC,1933-03-16,1933,3,15.042198181152344
EC,1933-04-16,1933,4,14.827049255371094
EC,1933-05-16,1933,5,13.55118465423584
EC,1933-06-16,1933,6,12.598319053649902
EC,1933-07-16,1933,7,11.672933578491211
EC,1933-08-16,1933,8,11.695255279541016
EC,1933-09-16,1933,9,11.026982307434082
EC,1933-10-16,1933,10,12.329374313354492
EC,1933-11-16,1933,11,12.952485084533691
EC,1933-12-16,1933,12,14.317365646362305
EC,1934-01-16,1934,1,16.29922103881836
EC,1934-02-15,1934,2,15.977481842041016
EC,1934-03-16,1934,3,16.28577423095703
EC,1934-04-16,1934,4,15.396692276000977
EC,1934-05-16,1934,5,13.954341888427734
EC,1934-06-16,1934,6,12.962067604064941
EC,1934-07-16,1934,7,11.876659393310547
EC,1934-08-16,1934,8,12.19538688659668
EC,1934-09-16,1934,9,11.751976013183594
EC,1934-10-16,1934,10,12.431390762329102
EC,1934-11-16,1934,11,13.279485702514648
EC,1934-12-16,1934,12,14.660802841186523
EC,1935-01-16,1935,1,16.615177154541016
EC,1935-02-15,1935,2,15.988685607910156
EC,1935-03-16,1935,3,16.301067352294922
EC,1935-04-16,1935,4,15.077974319458008
EC,1935-05-16,1935,5,13.514165878295898
EC,1935-06-16,1935,6,12.675312042236328
EC,1935-07-16,1935,7,12.081244468688965
EC,1935-08-16,1935,8,11.448609352111816
EC,1935-09-16,1935,9,11.419137954711914
EC,1935-10-16,1935,10,12.174981117248535
EC,1935-11-16,1935,11,13.054850578308105
EC,1935-12-16,1935,12,14.80176830291748
EC,1936-01-16,1936,1,16.149620056152344
EC,1936-02-15,1936,2,16.988426208496094
EC,1936-03-16,1936,3,16.46365737915039
EC,1936-04-16,1936,4,14.705537796020508
EC,1936-05-16,1936,5,13.553998947143555
EC,1936-06-16,1936,6,12.93612003326416
EC,1936-07-16,1936,7,12.019706726074219
EC,1936-08-16,1936,8,11.434467315673828
EC,1936-09-16,1936,9,11.296857833862305
EC,1936-10-16,1936,10,12.14504623413086
EC,1936-11-16,1936,11,13.21159553527832
EC,1936-12-16,1936,12,14.595922470092773
EC,1937-01-16,1937,1,15.294601440429688
EC,1937-02-15,1937,2,16.32537269592285
EC,1937-03-16,1937,3,16.126476287841797
EC,1937-04-16,1937,4,14.871607780456543
EC,1937-05-16,1937,5,13.868310928344727
EC,1937-06-16,1937,6,12.766239166259766
EC,1937-07-16,1937,7,11.689132690429688
EC,1937-08-16,1937,8,11.951397895812988
EC,1937-09-16,1937,9,11.940910339355469
EC,1937-10-16,1937,10,12.871435165405273
EC,1937-11-16,1937,11,13.734737396240234
EC,1937-12-16,1937,12,14.761818885803223
EC,1938-01-16,1938,1,15.612184524536133
EC,1938-02-15,1938,2,17.064071655273438
EC,1938-03-16,1938,3,16.644874572753906
EC,1938-04-16,1938,4,16.166555404663086
EC,1938-05-16,1938,5,14.464934349060059
EC,1938-06-16,1938,6,13.446015357971191
EC,1938-07-16,1938,7,12.019552230834961
EC,1938-08-16,1938,8,12.348791122436523
EC,1938-09-16,1938,9,11.679498672485352
EC,1938-10-16,1938,10,12.603443145751953
EC,1938-11-16,1938,11,13.65349006652832
EC,1938-12-16,1938,12,14.819684028625488
EC,1939-01-16,1939,1,16.308378219604492
EC,1939-02-15,1939,2,17.426204681396484
EC,1939-03-16,1939,3,16.870899200439453
EC,1939-04-16,1939,4,16.09131622314453
EC,1939-05-16,1939,5,14.301788330078125
EC,1939-06-16,1939,6,13.351188659667969
EC,1939-07-16,1939,7,12.022226333618164
EC,1939-08-16,1939,8,12.208450317382813
EC,1939-09-16,1939,9,11.928325653076172
EC,1939-10-16,1939,10,13.179184913635254
EC,1939-11-16,1939,11,13.880115509033203
EC,1939-12-16,1939,12,14.360121726989746
EC,1940-01-16,1940,1,15.376379013061523
EC,1940-02-15,1940,2,15.648906707763672
EC,1940-03-16,1940,3,15.793102264404297
EC,1940-04-16,1940,4,15.261871337890625
EC,1940-05-16,1940,5,13.741682052612305
EC,1940-06-16,1940,6,12.86528491973877
EC,1940-07-16,1940,7,12.282896995544434
EC,1940-08-16,1940,8,11.574423789978027
EC,1940-09-16,1940,9,11.299227714538574
EC,1940-10-16,1940,10,12.109809875488281
EC,1940-11-16,1940,11,13.265741348266602
EC,1940-12-16,1940,12,14.526058197021484
EC,1941-01-16,1941,1,16.249004364013672
EC,1941-02-15,1941,2,16.373592376708984
EC,1941-03-16,1941,3,16.38841438293457
EC,1941-04-16,1941,4,15.559319496154785
EC,1941-05-16,1941,5,13.999245643615723
EC,1941-06-16,1941,6,13.286251068115234
EC,1941-07-16,1941,7,12.29772663116455
EC,1941-08-16,1941,8,12.47216510772705
EC,1941-09-16,1941,9,11.85041618347168
EC,1941-10-16,1941,10,12.891935348510742
EC,1941-11-16,1941,11,14.158491134643555
EC,1941-12-16,1941,12,15.501871109008789
EC,1942-01-16,1942,1,16.185941696166992
EC,1942-02-15,1942,2,16.34190559387207
EC,1942-03-16,1942,3,16.51778793334961
EC,1942-04-16,1942,4,15.341631889343262
EC,1942-05-16,1942,5,14.683170318603516
EC,1942-06-16,1942,6,13.483187675476074
EC,1942-07-16,1942,7,11.96174430847168
EC,1942-08-16,1942,8,11.872353553771973
EC,1942-09-16,1942,9,11.9619779586792
EC,1942-10-16,1942,10,12.760810852050781
EC,1942-11-16,1942,11,13.404865264892578
EC,1942-12-16,1942,12,14.666746139526367
EC,1943-01-16,1943,1,16.022377014160156
EC,1943-02-15,1943,2,16.47432518005371
EC,1943-03-16,1943,3,16.067975997924805
EC,1943-04-16,1943,4,15.470621109008789
EC,1943-05-16,1943,5,14.550558090209961
EC,1943-06-16,1943,6,13.69212532043457
EC,1943-07-16,1943,7,12.804288864135742
EC,1943-08-16,1943,8,12.464603424072266
EC,1943-09-16,1943,9,11.92335319519043
EC,1943-10-16,1943,10,12.665185928344727
EC,1943-11-16,1943,11,13.837677955627441
EC,1943-12-16,1943,12,15.111184120178223
EC,1944-01-16,1944,1,15.9893159866333
EC,1944-02-15,1944,2,16.857280731201172
EC,1944-03-16,1944,3,16.399539947509766
EC,1944-04-16,1944,4,15.462996482849121
EC,1944-05-16,1944,5,14.178619384765625
EC,1944-06-16,1944,6,13.066938400268555
EC,1944-07-16,1944,7,12.338539123535156
EC,1944-08-16,1944,8,12.909603118896484
EC,1944-09-16,1944,9,12.173603057861328
EC,1944-10-16,1944,10,11.844184875488281
EC,1944-11-16,1944,11,13.361053466796875
EC,1944-12-16,1944,12,14.671746253967285
EC,1945-01-16,1945,1,15.18325424194336
EC,1945-02-15,1945,2,16.145782470703125
EC,1945-03-16,1945,3,15.8160400390625
EC,1945-04-16,1945,4,15.4169340133667
EC,1945-05-16,1945,5,14.046432495117188
EC,1945-06-16,1945,6,13.418500900268555
EC,1945-07-16,1945,7,12.611164093017578
EC,1945-08-16,1945,8,12.217164993286133
EC,1945-09-16,1945,9,11.768728256225586
EC,1945-10-16,1945,10,12.527685165405273
EC,1945-11-16,1945,11,13.965115547180176
EC,1945-12-16,1945,12,15.375934600830078
EC,1946-01-16,1946,1,16.173240661621094
EC,1946-02-15,1946,2,16.614654541015625
EC,1946-03-16,1946,3,16.43360137939453
EC,1946-04-16,1946,4,15.862871170043945
EC,1946-05-16,1946,5,14.124432563781738
EC,1946-06-16,1946,6,11.85836124420166
EC,1946-07-16,1946,7,11.909398078918457
EC,1946-08-16,1946,8,11.12051773071289
EC,1946-09-16,1946,9,11.154727935791016
EC,1946-10-16,1946,10,12.193998336791992
EC,1946-11-16,1946,11,13.224052429199219
EC,1946-12-16,1946,12,13.846933364868164
EC,1947-01-16,1947,1,15.513628959655762
EC,1947-02-15,1947,2,16.188968658447266
EC,1947-03-16,1947,3,15.864351272583008
EC,1947-04-16,1947,4,15.425996780395508
EC,1947-05-16,1947,5,13.843450546264648
EC,1947-06-16,1947,6,12.782875061035156
EC,1947-07-16,1947,7,12.141708374023438
EC,1947-08-16,1947,8,12.009915351867676
EC,1947-09-16,1947,9,11.287135124206543
EC,1947-10-16,1947,10,11.70811653137207
EC,1947-11-16,1947,11,13.28536605834961
EC,1947-12-16,1947,12,14.196683883666992
EC,1948-01-16,1948,1,15.358356475830078
EC,1948-02-15,1948,2,16.200462341308594
EC,1948-03-16,1948,3,16.044567108154297
EC,1948-04-16,1948,4,15.339621543884277
EC,1948-05-16,1948,5,13.568307876586914
EC,1948-06-16,1948,6,12.505687713623047
EC,1948-07-16,1948,7,11.637626647949219
EC,1948-08-16,1948,8,11.274568557739258
EC,1948-09-16,1948,9,10.598153114318848
EC,1948-10-16,1948,10,11.580976486206055
EC,1948-11-16,1948,11,12.867740631103516
EC,1948-12-16,1948,12,14.158683776855469
EC,1949-01-16,1949,1,15.925378799438477
EC,1949-02-15,1949,2,15.93403148651123
EC,1949-03-16,1949,3,15.85310173034668
EC,1949-04-16,1949,4,15.300933837890625
EC,1949-05-16,1949,5,13.471683502197266
EC,1949-06-16,1949,6,12.830562591552734
EC,1949-07-16,1949,7,12.491226196289063
EC,1949-08-16,1949,8,11.468353271484375
EC,1949-09-16,1949,9,11.762165069580078
EC,1949-10-16,1949,10,12.0676851272583
EC,1949-11-16,1949,11,13.154991149902344
EC,1949-12-16,1949,12,14.20330810546875
EC,1950-01-16,1950,1,15.163628578186035
EC,1950-02-15,1950,2,15.649781227111816
EC,1950-03-16,1950,3,16.630538940429688
EC,1950-04-16,1950,4,15.687995910644531
EC,1950-05-16,1950,5,14.53361988067627
EC,1950-06-16,1950,6,13.143062591552734
EC,1950-07-16,1950,7,12.756477355957031
EC,1950-08-16,1950,8,12.32629108428955
